cliente_id,nome,cpf,email,telefone,cidade,estado,data_cadastro
915,Cliente 915,307.443.230-14,cliente915@email.com,(21) 91977-5597,Belo Horizonte,MG,2021-07-06
916,Cliente 916,972.576.569-63,cliente916@email.com,(21) 93804-6629,São Paulo,SP,2020-08-15
917,Cliente 917,718.260.908-91,cliente917@email.com,(21) 93784-4763,São Paulo,SP,2021-08-27
918,Cliente 918,977.634.600-37,cliente918@email.com,(21) 98757-8581,Rio de Janeiro,RJ,2022-04-23
919,Cliente 919,847.538.853-41,cliente919@email.com,(21) 95060-6362,Belo Horizonte,MG,2020-01-30
920,Cliente 920,327.705.252-83,cliente920@email.com,(21) 91083-7844,Curitiba,PR,2023-04-01
921,Cliente 921,581.851.887-74,cliente921@email.com,(21) 91550-7974,Rio de Janeiro,RJ,2020-03-23
922,Cliente 922,590.929.917-99,cliente922@email.com,(21) 92605-8412,Niterói,RJ,2022-03-18
923,Cliente 923,185.671.871-11,cliente923@email.com,(21) 97662-4571,Curitiba,PR,2021-05-07
924,Cliente 924,402.344.763-21,cliente924@email.com,(21) 91260-8860,São Paulo,SP,2022-01-04
925,Cliente 925,820.570.978-83,cliente925@email.com,(21) 91399-8452,Belo Horizonte,MG,2020-11-27
926,Cliente 926,995.820.515-33,cliente926@email.com,(21) 97068-8607,Curitiba,PR,2020-10-10
927,Cliente 927,172.494.807-52,cliente927@email.com,(21) 99698-1535,Rio de Janeiro,RJ,2023-07-08
928,Cliente 928,870.376.814-88,cliente928@email.com,(21) 99887-4393,Belo Horizonte,MG,2022-05-22
929,Cliente 929,443.853.156-75,cliente929@email.com,(21) 96963-1844,Rio de Janeiro,RJ,2023-06-24
930,Cliente 930,474.576.733-15,cliente930@email.com,(21) 96989-7003,Rio de Janeiro,RJ,2022-02-23
931,Cliente 931,672.821.168-81,cliente931@email.com,(21) 94354-3267,São Paulo,SP,2023-08-20
932,Cliente 932,652.216.764-71,cliente932@email.com,(21) 94437-4693,Belo Horizonte,MG,2021-05-03
933,Cliente 933,373.615.796-64,cliente933@email.com,(21) 95540-1892,Belo Horizonte,MG,2021-12-23
934,Cliente 934,453.563.597-74,cliente934@email.com,(21) 99629-3010,Rio de Janeiro,RJ,2022-02-02
935,Cliente 935,794.945.645-47,cliente935@email.com,(21) 98405-7031,Curitiba,PR,2022-12-25
936,Cliente 936,568.189.182-60,cliente936@email.com,(21) 93929-5724,Rio de Janeiro,RJ,2021-01-20
937,Cliente 937,268.382.214-99,cliente937@email.com,(21) 93424-9131,Rio de Janeiro,RJ,2020-08-11
938,Cliente 938,633.742.123-47,cliente938@email.com,(21) 97824-9870,São Paulo,SP,2021-02-22
939,Cliente 939,455.530.554-92,cliente939@email.com,(21) 91351-5776,São Paulo,SP,2022-08-28
940,Cliente 940,122.992.921-39,cliente940@email.com,(21) 99513-6503,São Paulo,SP,2020-05-08
941,Cliente 941,451.771.761-51,cliente941@email.com,(21) 98965-9686,Curitiba,PR,2023-03-31
942,Cliente 942,568.411.680-26,cliente942@email.com,(21) 96021-3813,Niterói,RJ,2022-06-30
943,Cliente 943,595.480.395-16,cliente943@email.com,(21) 93430-6785,Belo Horizonte,MG,2021-04-09
944,Cliente 944,270.733.264-78,cliente944@email.com,(21) 95673-3986,Belo Horizonte,MG,2022-07-22
945,Cliente 945,913.257.265-40,cliente945@email.com,(21) 92915-1674,São Paulo,SP,2023-09-26
946,Cliente 946,229.551.366-57,cliente946@email.com,(21) 94022-4361,Belo Horizonte,MG,2023-03-22
947,Cliente 947,781.424.452-28,cliente947@email.com,(21) 97109-8347,Niterói,RJ,2020-03-12
948,Cliente 948,646.408.224-13,cliente948@email.com,(21) 97628-9182,Niterói,RJ,2020-11-28
949,Cliente 949,427.259.104-79,cliente949@email.com,(21) 99313-6427,São Paulo,SP,2022-07-27
950,Cliente 950,396.872.687-95,cliente950@email.com,(21) 93409-8243,Belo Horizonte,MG,2022-08-28
951,Cliente 951,849.590.141-27,cliente951@email.com,(21) 92914-6047,Belo Horizonte,MG,2020-08-18
952,Cliente 952,732.961.325-67,cliente952@email.com,(21) 96855-2515,Rio de Janeiro,RJ,2022-04-02
953,Cliente 953,722.756.299-84,cliente953@email.com,(21) 99625-4639,Belo Horizonte,MG,2020-04-22
954,Cliente 954,123.185.651-67,cliente954@email.com,(21) 92431-9385,Belo Horizonte,MG,2021-02-04
955,Cliente 955,602.425.717-87,cliente955@email.com,(21) 99381-1918,Curitiba,PR,2021-02-02
956,Cliente 956,251.833.974-64,cliente956@email.com,(21) 97056-7326,Belo Horizonte,MG,2022-03-25
957,Cliente 957,391.453.459-49,cliente957@email.com,(21) 98300-2435,Belo Horizonte,MG,2020-01-25
958,Cliente 958,859.525.922-66,cliente958@email.com,(21) 95728-3683,São Paulo,SP,2022-06-28
959,Cliente 959,242.955.701-86,cliente959@email.com,(21) 92410-3353,Curitiba,PR,2022-04-28
960,Cliente 960,586.988.637-52,cliente960@email.com,(21) 92083-7156,São Paulo,SP,2021-09-13
961,Cliente 961,519.754.379-63,cliente961@email.com,(21) 93865-8571,Rio de Janeiro,RJ,2020-01-14
962,Cliente 962,304.290.952-58,cliente962@email.com,(21) 95742-9037,Niterói,RJ,2020-10-07
963,Cliente 963,954.699.411-73,cliente963@email.com,(21) 98593-4678,Rio de Janeiro,RJ,2021-09-10
964,Cliente 964,257.368.407-91,cliente964@email.com,(21) 98742-3034,Rio de Janeiro,RJ,2020-01-06
965,Cliente 965,283.603.804-92,cliente965@email.com,(21) 95009-1466,Belo Horizonte,MG,2022-05-04
966,Cliente 966,604.168.713-56,cliente966@email.com,(21) 98872-8144,Rio de Janeiro,RJ,2021-07-21
967,Cliente 967,802.587.810-25,cliente967@email.com,(21) 97114-9397,Belo Horizonte,MG,2023-07-10
968,Cliente 968,965.365.266-84,cliente968@email.com,(21) 91958-3394,Niterói,RJ,2020-02-05
969,Cliente 969,999.809.238-55,cliente969@email.com,(21) 93675-1866,Belo Horizonte,MG,2022-08-02
970,Cliente 970,529.751.464-16,cliente970@email.com,(21) 95749-5778,Belo Horizonte,MG,2022-01-09
971,Cliente 971,178.626.298-90,cliente971@email.com,(21) 94002-2548,Niterói,RJ,2023-08-01
972,Cliente 972,656.430.993-50,cliente972@email.com,(21) 95932-5447,Niterói,RJ,2020-12-08
973,Cliente 973,647.693.460-28,cliente973@email.com,(21) 91211-3243,Belo Horizonte,MG,2020-07-15
974,Cliente 974,481.897.596-62,cliente974@email.com,(21) 96575-3671,Niterói,RJ,2021-07-30
975,Cliente 975,258.615.326-34,cliente975@email.com,(21) 99612-9717,Rio de Janeiro,RJ,2021-03-22
976,Cliente 976,527.571.178-24,cliente976@email.com,(21) 93150-1284,Niterói,RJ,2020-08-21
977,Cliente 977,419.807.471-27,cliente977@email.com,(21) 98240-9570,Curitiba,PR,2021-12-14
978,Cliente 978,826.411.129-25,cliente978@email.com,(21) 94643-3108,Belo Horizonte,MG,2020-12-18
979,Cliente 979,414.228.314-26,cliente979@email.com,(21) 92287-7960,São Paulo,SP,2021-04-09
980,Cliente 980,119.893.595-65,cliente980@email.com,(21) 91696-4217,Rio de Janeiro,RJ,2020-06-08
981,Cliente 981,912.775.625-85,cliente981@email.com,(21) 91971-8685,Rio de Janeiro,RJ,2020-03-08
982,Cliente 982,144.167.408-95,cliente982@email.com,(21) 91168-2581,Rio de Janeiro,RJ,2021-06-02
983,Cliente 983,310.701.304-33,cliente983@email.com,(21) 96759-1479,Rio de Janeiro,RJ,2023-05-17
984,Cliente 984,966.864.384-84,cliente984@email.com,(21) 96698-6770,Rio de Janeiro,RJ,2020-10-25
985,Cliente 985,899.846.727-40,cliente985@email.com,(21) 99272-2119,São Paulo,SP,2022-10-22
986,Cliente 986,881.114.641-37,cliente986@email.com,(21) 94138-5617,Rio de Janeiro,RJ,2023-03-30
987,Cliente 987,104.842.201-37,cliente987@email.com,(21) 99260-8777,São Paulo,SP,2023-01-05
988,Cliente 988,289.550.789-23,cliente988@email.com,(21) 93963-6813,Belo Horizonte,MG,2023-04-22
989,Cliente 989,319.626.333-62,cliente989@email.com,(21) 92848-6149,Curitiba,PR,2022-05-18
990,Cliente 990,212.632.239-73,cliente990@email.com,(21) 96918-5723,Rio de Janeiro,RJ,2022-08-12
991,Cliente 991,184.435.605-24,cliente991@email.com,(21) 97304-5646,Niterói,RJ,2020-03-24
992,Cliente 992,853.419.803-66,cliente992@email.com,(21) 94700-7672,Curitiba,PR,2023-05-14
993,Cliente 993,293.977.171-70,cliente993@email.com,(21) 97020-3937,Belo Horizonte,MG,2022-05-26
994,Cliente 994,603.788.207-60,cliente994@email.com,(21) 98177-9563,Rio de Janeiro,RJ,2023-10-12
995,Cliente 995,246.504.510-98,cliente995@email.com,(21) 92666-3764,Rio de Janeiro,RJ,2020-09-01
996,Cliente 996,303.446.305-86,cliente996@email.com,(21) 97623-3011,Rio de Janeiro,RJ,2022-01-14
997,Cliente 997,842.611.385-84,cliente997@email.com,(21) 95472-7557,São Paulo,SP,2022-05-19
998,Cliente 998,782.717.514-72,cliente998@email.com,(21) 99379-5569,Belo Horizonte,MG,2022-09-01
999,Cliente 999,210.225.356-72,cliente999@email.com,(21) 99147-4781,São Paulo,SP,2022-07-20
1000,Cliente 1000,201.855.154-18,cliente1000@email.com,(21) 99161-1438,São Paulo,SP,2020-03-01
1001,Cliente 1001,719.795.434-29,cliente1001@email.com,(21) 95960-2578,São Paulo,SP,2022-02-22
1002,Cliente 1002,869.632.885-73,cliente1002@email.com,(21) 98635-4308,Rio de Janeiro,RJ,2023-09-15
1003,Cliente 1003,609.602.616-43,cliente1003@email.com,(21) 99887-6629,Belo Horizonte,MG,2023-09-17
1004,Cliente 1004,118.882.132-65,cliente1004@email.com,(21) 92951-7285,Niterói,RJ,2023-01-24
1005,Cliente 1005,973.485.553-68,cliente1005@email.com,(21) 91589-1538,Curitiba,PR,2021-10-06
1006,Cliente 1006,775.981.898-48,cliente1006@email.com,(21) 93689-9052,São Paulo,SP,2023-02-14
1007,Cliente 1007,419.832.498-72,cliente1007@email.com,(21) 92792-9037,Curitiba,PR,2020-10-02
1008,Cliente 1008,685.581.587-81,cliente1008@email.com,(21) 93560-9301,Niterói,RJ,2023-01-09
1009,Cliente 1009,369.606.705-58,cliente1009@email.com,(21) 96779-5660,Rio de Janeiro,RJ,2022-03-12
1010,Cliente 1010,128.704.146-26,cliente1010@email.com,(21) 97003-6715,Belo Horizonte,MG,2020-05-05
1011,Cliente 1011,883.740.449-58,cliente1011@email.com,(21) 92594-8014,Niterói,RJ,2020-02-25
1012,Cliente 1012,521.459.157-94,cliente1012@email.com,(21) 95001-5056,Belo Horizonte,MG,2022-01-01
1013,Cliente 1013,419.706.186-98,cliente1013@email.com,(21) 92073-5995,São Paulo,SP,2023-08-20
1014,Cliente 1014,273.120.651-51,cliente1014@email.com,(21) 91612-8551,Rio de Janeiro,RJ,2021-11-22
1015,Cliente 1015,627.531.373-12,cliente1015@email.com,(21) 98695-1364,Curitiba,PR,2023-03-09
1016,Cliente 1016,684.499.430-83,cliente1016@email.com,(21) 92601-9001,Belo Horizonte,MG,2022-02-12
1017,Cliente 1017,310.444.608-74,cliente1017@email.com,(21) 96563-3730,Rio de Janeiro,RJ,2023-10-14
1018,Cliente 1018,472.546.306-73,cliente1018@email.com,(21) 92234-9779,Niterói,RJ,2021-09-05
1019,Cliente 1019,371.148.404-83,cliente1019@email.com,(21) 97586-4700,São Paulo,SP,2021-08-11
1020,Cliente 1020,834.964.692-22,cliente1020@email.com,(21) 96518-5478,Niterói,RJ,2020-07-07
1021,Cliente 1021,920.643.586-64,cliente1021@email.com,(21) 94436-6690,Rio de Janeiro,RJ,2023-03-06
1022,Cliente 1022,943.409.616-48,cliente1022@email.com,(21) 98092-9846,Rio de Janeiro,RJ,2023-08-27
1023,Cliente 1023,524.511.357-89,cliente1023@email.com,(21) 99443-8425,Belo Horizonte,MG,2021-02-13
1024,Cliente 1024,119.742.820-76,cliente1024@email.com,(21) 94056-9178,Niterói,RJ,2021-01-04
1025,Cliente 1025,943.860.578-44,cliente1025@email.com,(21) 99728-8106,São Paulo,SP,2023-09-15
1026,Cliente 1026,161.634.305-56,cliente1026@email.com,(21) 98577-3420,Niterói,RJ,2023-07-07
1027,Cliente 1027,864.801.883-48,cliente1027@email.com,(21) 98133-7721,São Paulo,SP,2020-11-04
1028,Cliente 1028,749.308.966-62,cliente1028@email.com,(21) 95373-5702,Belo Horizonte,MG,2020-05-11
1029,Cliente 1029,803.715.341-61,cliente1029@email.com,(21) 94907-2860,São Paulo,SP,2021-06-09
1030,Cliente 1030,128.351.916-49,cliente1030@email.com,(21) 98604-8952,São Paulo,SP,2021-01-28
1031,Cliente 1031,532.762.137-35,cliente1031@email.com,(21) 93610-5468,Niterói,RJ,2022-06-12
1032,Cliente 1032,364.908.922-45,cliente1032@email.com,(21) 93883-1691,São Paulo,SP,2020-02-29
1033,Cliente 1033,156.980.185-50,cliente1033@email.com,(21) 95882-2041,Curitiba,PR,2020-02-10
1034,Cliente 1034,787.773.192-60,cliente1034@email.com,(21) 93302-4867,Curitiba,PR,2022-01-14
1035,Cliente 1035,852.612.223-76,cliente1035@email.com,(21) 99605-5125,Rio de Janeiro,RJ,2023-03-15
1036,Cliente 1036,343.714.225-50,cliente1036@email.com,(21) 96395-7388,Curitiba,PR,2020-07-03
1037,Cliente 1037,323.247.209-32,cliente1037@email.com,(21) 94507-5498,São Paulo,SP,2022-05-16
1038,Cliente 1038,360.983.703-17,cliente1038@email.com,(21) 99034-9740,Curitiba,PR,2022-04-16
1039,Cliente 1039,424.658.533-70,cliente1039@email.com,(21) 95036-5550,Belo Horizonte,MG,2020-08-19
1040,Cliente 1040,586.832.476-49,cliente1040@email.com,(21) 91345-1570,São Paulo,SP,2022-01-13
1041,Cliente 1041,345.359.665-59,cliente1041@email.com,(21) 96067-6945,Rio de Janeiro,RJ,2023-10-07
1042,Cliente 1042,987.342.978-66,cliente1042@email.com,(21) 97364-1128,Rio de Janeiro,RJ,2022-12-31
1043,Cliente 1043,408.192.942-40,cliente1043@email.com,(21) 95872-4446,Curitiba,PR,2021-06-07
1044,Cliente 1044,746.424.931-92,cliente1044@email.com,(21) 97656-1555,São Paulo,SP,2022-06-17
1045,Cliente 1045,942.898.603-70,cliente1045@email.com,(21) 97765-6451,Belo Horizonte,MG,2020-06-13
1046,Cliente 1046,944.264.815-43,cliente1046@email.com,(21) 99295-2087,Curitiba,PR,2020-07-24
1047,Cliente 1047,716.846.932-80,cliente1047@email.com,(21) 96353-8426,Belo Horizonte,MG,2022-05-11
1048,Cliente 1048,756.756.288-90,cliente1048@email.com,(21) 98264-3229,Rio de Janeiro,RJ,2020-04-16
1049,Cliente 1049,304.743.412-50,cliente1049@email.com,(21) 92347-2815,Rio de Janeiro,RJ,2022-03-31
1050,Cliente 1050,628.830.886-93,cliente1050@email.com,(21) 93131-7722,São Paulo,SP,2021-05-26
1051,Cliente 1051,589.994.852-27,cliente1051@email.com,(21) 95270-3842,Belo Horizonte,MG,2022-07-13
1052,Cliente 1052,918.388.303-20,cliente1052@email.com,(21) 97791-7022,Niterói,RJ,2021-11-01
1053,Cliente 1053,997.486.954-83,cliente1053@email.com,(21) 94677-1339,São Paulo,SP,2022-03-16
1054,Cliente 1054,762.726.741-39,cliente1054@email.com,(21) 92457-8576,Rio de Janeiro,RJ,2023-02-17
1055,Cliente 1055,818.972.272-16,cliente1055@email.com,(21) 97570-8027,São Paulo,SP,2021-06-20
1056,Cliente 1056,252.191.476-31,cliente1056@email.com,(21) 92922-1231,Niterói,RJ,2021-06-16
1057,Cliente 1057,891.564.947-96,cliente1057@email.com,(21) 99096-2941,Niterói,RJ,2022-06-10
1058,Cliente 1058,295.982.932-44,cliente1058@email.com,(21) 95717-9096,São Paulo,SP,2021-02-20
1059,Cliente 1059,541.976.311-86,cliente1059@email.com,(21) 94531-5636,Curitiba,PR,2020-09-23
1060,Cliente 1060,284.518.911-28,cliente1060@email.com,(21) 91471-5754,São Paulo,SP,2022-05-06
1061,Cliente 1061,732.561.354-57,cliente1061@email.com,(21) 98506-2404,Belo Horizonte,MG,2021-04-27
1062,Cliente 1062,236.992.431-98,cliente1062@email.com,(21) 97513-4476,Rio de Janeiro,RJ,2022-08-18
1063,Cliente 1063,853.711.362-19,cliente1063@email.com,(21) 92561-1962,Curitiba,PR,2022-05-16
1064,Cliente 1064,340.582.462-87,cliente1064@email.com,(21) 91745-1087,Rio de Janeiro,RJ,2021-11-12
1065,Cliente 1065,734.490.409-60,cliente1065@email.com,(21) 97076-3166,Belo Horizonte,MG,2022-10-30
1066,Cliente 1066,694.283.366-31,cliente1066@email.com,(21) 99253-9074,Niterói,RJ,2020-03-25
1067,Cliente 1067,235.191.424-77,cliente1067@email.com,(21) 98093-3323,Belo Horizonte,MG,2022-08-16
1068,Cliente 1068,420.145.230-73,cliente1068@email.com,(21) 95603-6907,Belo Horizonte,MG,2020-08-27
1069,Cliente 1069,997.369.727-43,cliente1069@email.com,(21) 99470-6128,Curitiba,PR,2021-08-02
1070,Cliente 1070,423.854.603-29,cliente1070@email.com,(21) 98208-1871,Curitiba,PR,2020-12-03
1071,Cliente 1071,155.335.287-14,cliente1071@email.com,(21) 98704-5263,São Paulo,SP,2020-10-31
1072,Cliente 1072,546.218.606-15,cliente1072@email.com,(21) 98233-6841,São Paulo,SP,2022-08-14
1073,Cliente 1073,568.604.215-28,cliente1073@email.com,(21) 93025-6727,Niterói,RJ,2022-09-20
1074,Cliente 1074,989.390.284-31,cliente1074@email.com,(21) 99335-5469,Rio de Janeiro,RJ,2021-02-21
1075,Cliente 1075,699.317.697-10,cliente1075@email.com,(21) 99618-3958,Niterói,RJ,2023-09-20
1076,Cliente 1076,352.886.610-96,cliente1076@email.com,(21) 92545-6384,Curitiba,PR,2020-06-06
1077,Cliente 1077,797.796.224-60,cliente1077@email.com,(21) 97120-2737,Rio de Janeiro,RJ,2021-08-05
1078,Cliente 1078,129.183.571-94,cliente1078@email.com,(21) 98861-8439,Belo Horizonte,MG,2020-11-10
1079,Cliente 1079,773.105.437-15,cliente1079@email.com,(21) 98423-6323,Belo Horizonte,MG,2023-05-01
1080,Cliente 1080,316.983.149-92,cliente1080@email.com,(21) 95635-6294,Niterói,RJ,2020-09-21
1081,Cliente 1081,660.716.490-21,cliente1081@email.com,(21) 97534-5180,Rio de Janeiro,RJ,2020-05-24
1082,Cliente 1082,889.986.508-21,cliente1082@email.com,(21) 91336-4411,São Paulo,SP,2021-05-06
1083,Cliente 1083,898.512.391-92,cliente1083@email.com,(21) 93525-2975,São Paulo,SP,2022-03-06
1084,Cliente 1084,920.542.853-49,cliente1084@email.com,(21) 93151-6882,Belo Horizonte,MG,2022-10-02
1085,Cliente 1085,624.304.601-67,cliente1085@email.com,(21) 97358-8805,Rio de Janeiro,RJ,2022-01-22
1086,Cliente 1086,714.533.192-64,cliente1086@email.com,(21) 97033-4053,Belo Horizonte,MG,2023-02-27
1087,Cliente 1087,536.195.141-75,cliente1087@email.com,(21) 96599-8594,Curitiba,PR,2023-07-15
1088,Cliente 1088,802.830.258-73,cliente1088@email.com,(21) 99638-9596,São Paulo,SP,2023-08-19
1089,Cliente 1089,579.547.181-71,cliente1089@email.com,(21) 95921-3434,Rio de Janeiro,RJ,2021-08-18
1090,Cliente 1090,961.354.635-64,cliente1090@email.com,(21) 95841-1781,São Paulo,SP,2021-09-07
1091,Cliente 1091,146.625.210-75,cliente1091@email.com,(21) 97961-7766,Niterói,RJ,2020-06-05
1092,Cliente 1092,776.837.682-42,cliente1092@email.com,(21) 96823-5175,Rio de Janeiro,RJ,2022-08-09
1093,Cliente 1093,887.615.116-24,cliente1093@email.com,(21) 98583-3941,Niterói,RJ,2020-06-16
1094,Cliente 1094,146.185.526-48,cliente1094@email.com,(21) 96143-8454,São Paulo,SP,2022-03-15
1095,Cliente 1095,927.371.449-33,cliente1095@email.com,(21) 94458-4032,Curitiba,PR,2023-07-01
1096,Cliente 1096,365.992.789-23,cliente1096@email.com,(21) 98107-9755,Rio de Janeiro,RJ,2023-05-22
1097,Cliente 1097,504.219.113-31,cliente1097@email.com,(21) 98817-8539,Rio de Janeiro,RJ,2020-01-12
1098,Cliente 1098,862.716.843-72,cliente1098@email.com,(21) 95961-6910,Curitiba,PR,2023-09-09
1099,Cliente 1099,189.228.238-11,cliente1099@email.com,(21) 94126-2833,Curitiba,PR,2021-09-11
1100,Cliente 1100,979.127.314-71,cliente1100@email.com,(21) 93378-4961,Rio de Janeiro,RJ,2021-01-20
1101,Cliente 1101,978.908.651-34,cliente1101@email.com,(21) 92410-5930,Curitiba,PR,2023-07-06
1102,Cliente 1102,585.532.122-24,cliente1102@email.com,(21) 93721-3497,Curitiba,PR,2020-10-30
1103,Cliente 1103,582.120.980-67,cliente1103@email.com,(21) 94975-4298,Curitiba,PR,2022-09-20
1104,Cliente 1104,949.953.501-16,cliente1104@email.com,(21) 96469-1129,Belo Horizonte,MG,2023-03-12
1105,Cliente 1105,967.830.542-63,cliente1105@email.com,(21) 99121-5764,Rio de Janeiro,RJ,2023-07-15
1106,Cliente 1106,509.597.625-85,cliente1106@email.com,(21) 98993-4799,Rio de Janeiro,RJ,2022-09-25
1107,Cliente 1107,119.532.690-50,cliente1107@email.com,(21) 92040-5388,Rio de Janeiro,RJ,2022-12-17
1108,Cliente 1108,219.606.737-92,cliente1108@email.com,(21) 96681-8345,Curitiba,PR,2022-08-27
1109,Cliente 1109,265.394.843-34,cliente1109@email.com,(21) 98688-6633,Curitiba,PR,2020-02-12
1110,Cliente 1110,619.324.701-97,cliente1110@email.com,(21) 96556-8675,Curitiba,PR,2021-04-20
1111,Cliente 1111,840.828.499-63,cliente1111@email.com,(21) 96902-8738,São Paulo,SP,2021-08-23
1112,Cliente 1112,312.389.807-21,cliente1112@email.com,(21) 98911-3115,São Paulo,SP,2023-06-27
1113,Cliente 1113,260.720.603-22,cliente1113@email.com,(21) 97815-9089,São Paulo,SP,2021-02-12
1114,Cliente 1114,314.670.148-12,cliente1114@email.com,(21) 96878-5273,Belo Horizonte,MG,2021-04-25
1115,Cliente 1115,262.278.947-74,cliente1115@email.com,(21) 91523-2043,Belo Horizonte,MG,2023-10-18
1116,Cliente 1116,216.732.332-25,cliente1116@email.com,(21) 94671-8968,Belo Horizonte,MG,2022-05-31
1117,Cliente 1117,903.463.887-15,cliente1117@email.com,(21) 95382-3476,Belo Horizonte,MG,2021-11-27
1118,Cliente 1118,785.206.823-16,cliente1118@email.com,(21) 98173-8489,Niterói,RJ,2023-05-22
1119,Cliente 1119,900.725.724-23,cliente1119@email.com,(21) 91687-9311,Rio de Janeiro,RJ,2020-08-04
1120,Cliente 1120,745.220.991-36,cliente1120@email.com,(21) 96925-3572,Rio de Janeiro,RJ,2020-12-08
1121,Cliente 1121,880.618.610-22,cliente1121@email.com,(21) 93527-6959,Belo Horizonte,MG,2022-06-23
1122,Cliente 1122,225.968.306-66,cliente1122@email.com,(21) 97811-1107,Belo Horizonte,MG,2020-10-09
1123,Cliente 1123,449.393.617-31,cliente1123@email.com,(21) 92396-5358,São Paulo,SP,2022-08-28
1124,Cliente 1124,469.744.780-41,cliente1124@email.com,(21) 93483-9677,Belo Horizonte,MG,2022-04-29
1125,Cliente 1125,241.921.539-62,cliente1125@email.com,(21) 97706-8516,Curitiba,PR,2021-04-12
1126,Cliente 1126,470.130.553-28,cliente1126@email.com,(21) 91162-9476,Niterói,RJ,2023-10-29
1127,Cliente 1127,446.422.511-31,cliente1127@email.com,(21) 98111-2007,Rio de Janeiro,RJ,2020-06-22
1128,Cliente 1128,776.756.254-83,cliente1128@email.com,(21) 91947-9516,Curitiba,PR,2020-03-16
1129,Cliente 1129,511.797.817-80,cliente1129@email.com,(21) 95986-6139,Belo Horizonte,MG,2022-05-08
1130,Cliente 1130,946.386.640-88,cliente1130@email.com,(21) 93406-7618,Belo Horizonte,MG,2020-01-17
1131,Cliente 1131,310.657.739-89,cliente1131@email.com,(21) 98244-6656,Curitiba,PR,2023-08-11
1132,Cliente 1132,408.186.137-78,cliente1132@email.com,(21) 96480-7389,Curitiba,PR,2021-02-08
1133,Cliente 1133,653.390.318-21,cliente1133@email.com,(21) 99383-6115,São Paulo,SP,2022-12-01
1134,Cliente 1134,875.750.263-12,cliente1134@email.com,(21) 91456-9846,Niterói,RJ,2021-11-28
1135,Cliente 1135,347.952.892-48,cliente1135@email.com,(21) 97926-9278,Niterói,RJ,2021-06-13
1136,Cliente 1136,961.481.365-90,cliente1136@email.com,(21) 99314-6807,Rio de Janeiro,RJ,2020-05-02
1137,Cliente 1137,874.766.227-67,cliente1137@email.com,(21) 95881-1085,Rio de Janeiro,RJ,2020-04-07
1138,Cliente 1138,341.924.863-84,cliente1138@email.com,(21) 99737-4831,Curitiba,PR,2021-11-25
1139,Cliente 1139,391.782.903-83,cliente1139@email.com,(21) 93293-7187,Belo Horizonte,MG,2021-09-04
1140,Cliente 1140,207.435.628-84,cliente1140@email.com,(21) 94154-6919,Niterói,RJ,2021-05-22
1141,Cliente 1141,250.828.535-62,cliente1141@email.com,(21) 92342-2511,Curitiba,PR,2020-07-19
1142,Cliente 1142,233.587.319-67,cliente1142@email.com,(21) 92279-7050,Rio de Janeiro,RJ,2022-05-20
1143,Cliente 1143,702.672.631-60,cliente1143@email.com,(21) 95320-9172,Niterói,RJ,2022-04-04
1144,Cliente 1144,805.601.849-63,cliente1144@email.com,(21) 93668-3364,Curitiba,PR,2022-06-20
1145,Cliente 1145,596.828.568-26,cliente1145@email.com,(21) 99408-9669,Niterói,RJ,2020-09-17
1146,Cliente 1146,566.584.133-30,cliente1146@email.com,(21) 97051-2945,Rio de Janeiro,RJ,2021-03-11
1147,Cliente 1147,212.223.478-83,cliente1147@email.com,(21) 95744-1659,Niterói,RJ,2022-04-16
1148,Cliente 1148,220.480.412-57,cliente1148@email.com,(21) 95968-5816,Niterói,RJ,2020-11-09
1149,Cliente 1149,910.246.245-85,cliente1149@email.com,(21) 97910-1797,Curitiba,PR,2020-02-27
1150,Cliente 1150,320.287.938-72,cliente1150@email.com,(21) 91034-3004,Belo Horizonte,MG,2021-08-03
1151,Cliente 1151,169.991.145-63,cliente1151@email.com,(21) 98883-6074,Niterói,RJ,2021-12-15
1152,Cliente 1152,445.900.486-70,cliente1152@email.com,(21) 93175-3269,Niterói,RJ,2022-07-15
1153,Cliente 1153,571.879.560-95,cliente1153@email.com,(21) 98357-3440,Niterói,RJ,2023-07-27
1154,Cliente 1154,919.739.780-89,cliente1154@email.com,(21) 97711-7344,Belo Horizonte,MG,2020-07-01
1155,Cliente 1155,447.653.146-95,cliente1155@email.com,(21) 98259-5544,São Paulo,SP,2022-03-20
1156,Cliente 1156,824.125.685-90,cliente1156@email.com,(21) 96060-3028,Rio de Janeiro,RJ,2020-12-05
1157,Cliente 1157,297.733.654-83,cliente1157@email.com,(21) 91866-9548,Niterói,RJ,2020-06-23
1158,Cliente 1158,614.119.223-94,cliente1158@email.com,(21) 99713-3944,São Paulo,SP,2022-09-01
1159,Cliente 1159,905.310.351-84,cliente1159@email.com,(21) 98278-2386,Rio de Janeiro,RJ,2021-07-17
1160,Cliente 1160,428.511.703-15,cliente1160@email.com,(21) 99052-1381,Niterói,RJ,2023-05-27
1161,Cliente 1161,284.524.124-77,cliente1161@email.com,(21) 96199-7258,Belo Horizonte,MG,2022-06-14
1162,Cliente 1162,217.201.654-31,cliente1162@email.com,(21) 95675-3359,Belo Horizonte,MG,2020-07-05
1163,Cliente 1163,886.191.257-49,cliente1163@email.com,(21) 97672-3772,São Paulo,SP,2021-06-07
1164,Cliente 1164,433.285.127-17,cliente1164@email.com,(21) 95882-7388,Rio de Janeiro,RJ,2023-06-12
